Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
3188,iway AG,Zurich,2019-06-17T00:48:07.055768Z,35.4913301662265,14.373,28514221.006353583,21301108.57719178,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T01:08:06.532297Z,35.4913301662265,16.309,34464514.95498159,21043958.92161024,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T01:28:07.256771Z,35.4913301662265,14.333,32314595.72683792,15884301.387267426,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T01:48:06.374111Z,35.4913301662265,14.423,34126346.12647416,20940941.86708351,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T02:01:07.430591Z,35.4913301662265,14.537,30575587.051938236,18431960.560408156,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T02:11:07.455567Z,35.4913301662265,16.116,29319159.702788536,20895457.123924617,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T02:21:07.713456Z,35.4913301662265,14.056,22657596.772634406,20963357.778367475,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T02:31:07.619678Z,35.4913301662265,14.911,27975386.673853982,21330306.76411062,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T02:35:47.361999Z,35.4913301662265,14.305,32325795.374429435,21465047.70121889,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T02:55:48.259023Z,35.4913301662265,13.886,20665218.528222997,21456804.331601895,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T03:15:47.734242Z,35.4913301662265,16.308,38235410.56053869,20806219.30868515,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T03:35:47.740204Z,35.4913301662265,14.297,38810648.07957574,21695527.766246617,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T03:55:47.441831Z,35.4913301662265,14.833,38800414.63158729,21714905.689319104,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T04:15:48.053085Z,35.4913301662265,17.248,33468016.543408386,12673334.165664919,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T04:35:48.278333Z,35.4913301662265,16.118,34093159.779230535,10132444.503246091,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T04:55:47.783958Z,35.4913301662265,15.186,38038483.17677953,14281024.361910133,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T05:15:47.765277Z,35.4913301662265,17.783,38552911.64362544,11257225.332464116,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T05:35:47.474906Z,35.4913301662265,15.558,39281329.43349848,13833866.346900055,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T05:55:47.573603Z,35.4913301662265,18.643,34658377.083493136,11040062.76345687,,8.8.81.82
3411,Datasource. AG,Zug,2019-06-17T06:15:48.272196Z,16.49716906782437,18.997,41779906.67407235,16373496.87368908,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T06:35:48.216900Z,35.4913301662265,14.99,38056473.719226375,12360176.707563264,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T06:55:47.785757Z,35.4913301662265,14.569,38177529.9949979,13411486.925036132,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T07:15:47.582421Z,35.4913301662265,16.993,38787473.38248311,12761416.30609262,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T07:35:47.844925Z,35.4913301662265,13.79,37414087.86921213,12332234.839753745,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T07:55:47.883853Z,35.4913301662265,14.636,41493428.27331948,15578301.463284446,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T08:15:47.663415Z,35.4913301662265,18.251,36257731.61659623,11907516.346183738,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T08:35:47.504589Z,35.4913301662265,13.894,37358129.58733879,14750576.255948104,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T08:55:47.489170Z,35.4913301662265,15.028,35722346.48304018,11520292.942394635,,8.8.81.82
3411,Datasource. AG,Zug,2019-06-17T09:15:47.438848Z,16.49716906782437,17.169,37561742.94682333,14718925.135493206,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T09:35:47.289566Z,35.4913301662265,15.214,35529467.23487285,12537482.7227291,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T09:55:48.237332Z,35.4913301662265,14.607,39913777.39168838,17014808.791763663,,8.8.81.82
3411,Datasource. AG,Zug,2019-06-17T10:15:47.927579Z,16.49716906782437,18.563,35502722.96752978,12215562.256886128,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T10:35:47.716509Z,35.4913301662265,14.627,35094075.9572198,13366127.922793465,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T10:55:48.006358Z,35.4913301662265,15.284,36958829.713022254,12366058.359403234,,8.8.81.82
3411,Datasource. AG,Zug,2019-06-17T11:15:48.118837Z,16.49716906782437,18.464,36740000.964895695,12171817.71996827,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T11:35:47.413460Z,35.4913301662265,14.362,32515045.154937387,15075576.496797457,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T11:55:48.033142Z,35.4913301662265,15.619,34818440.48801816,11838037.15356896,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T12:15:47.921150Z,35.4913301662265,16.739,34625006.310513206,11397970.157294128,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T12:35:47.989258Z,35.4913301662265,14.917,40384112.51379582,12013715.289927576,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T12:55:47.742293Z,35.4913301662265,15.546,39483017.8110621,12123647.573375536,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T13:15:47.365107Z,35.4913301662265,18.858,39155359.784944914,13376430.266887074,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T13:35:47.320573Z,35.4913301662265,14.776,36108073.307800055,11198295.391918596,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T13:55:48.239022Z,35.4913301662265,15.24,37082955.17583533,12063342.158620972,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T14:15:47.680389Z,35.4913301662265,16.911,36256861.65057429,13110460.661308507,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T14:35:47.769872Z,35.4913301662265,15.295,20444921.79773139,8726996.573153837,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T14:55:47.526590Z,35.4913301662265,15.507,27707381.540420316,10545828.645233339,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T15:15:47.656836Z,35.4913301662265,17.162,30935062.42738385,13628608.98840977,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T15:35:47.785057Z,35.4913301662265,15.899,24490373.174633544,10015723.773158737,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T15:55:47.491071Z,35.4913301662265,14.188,14051838.864994794,11287739.137248721,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T16:15:47.878809Z,35.4913301662265,16.962,21777800.235803105,7221277.006132466,,8.8.81.82
3411,Datasource. AG,Zug,2019-06-17T16:35:48.059845Z,16.49716906782437,19.707,17087590.03621755,6419438.382626622,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T16:55:48.156476Z,35.4913301662265,15.235,28905009.15954997,12293327.893278662,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T17:15:47.877523Z,35.4913301662265,17.867,23076216.05714691,6700876.797178878,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T17:35:47.740256Z,35.4913301662265,17.144,19372808.18303284,8032928.072848451,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T17:55:47.639425Z,35.4913301662265,14.963,32154901.004596584,12028162.823876197,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T18:15:48.248070Z,35.4913301662265,18.184,23726885.663646765,14972949.801794918,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T18:35:48.160519Z,35.4913301662265,14.897,28617485.77557966,11779112.693269923,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T18:55:47.954194Z,35.4913301662265,14.906,26278568.12744002,12029689.782601057,,8.8.81.82
3411,Datasource. AG,Zug,2019-06-17T19:15:47.839844Z,16.49716906782437,18.071,25809005.30752042,14863410.684108838,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T19:35:47.706113Z,35.4913301662265,17.592,29844002.822061513,16920230.12585974,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T19:55:47.919618Z,35.4913301662265,14.476,28601745.150181733,18463123.19529669,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T20:15:47.913723Z,35.4913301662265,14.483,26520829.73921707,19660772.506241072,,8.8.81.82
3411,Datasource. AG,Zug,2019-06-17T20:35:47.498457Z,16.49716906782437,19.566,26584151.873065017,20620079.55072234,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T20:55:47.583111Z,35.4913301662265,14.126,28788783.440006692,21581965.532258578,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T21:15:48.083772Z,35.4913301662265,17.622,28271361.846460644,22946832.514414255,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T21:35:47.979045Z,35.4913301662265,16.272,22904431.206288677,21835453.828435753,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T21:55:47.285684Z,35.4913301662265,14.434,23037274.022953052,19213218.729054265,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T22:15:47.361614Z,35.4913301662265,16.903,29042096.382927813,20083877.643859323,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T22:35:48.327702Z,35.4913301662265,17.844,29064071.01708363,22953482.041755605,,8.8.81.82
3411,Datasource. AG,Zug,2019-06-17T22:55:49.014240Z,16.49716906782437,17.612,26438071.098237026,24241100.48036821,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-17T23:15:49.008143Z,35.4913301662265,16.76,32746898.413662832,21348281.576396305,,8.8.81.82
3411,Datasource. AG,Zug,2019-06-17T23:35:48.884690Z,16.49716906782437,29.021,32084853.23856308,24277253.915605877,,8.8.81.82
3188,iway AG,Zurich,2019-06-17T23:55:48.945840Z,35.4913301662265,14.386,28463374.366024107,20292598.249592837,,8.8.81.82
6251,nexellent AG,Zurich,2019-06-18T00:15:48.427206Z,35.4913301662265,16.867,32506195.2885908,25450600.808939938,,8.8.81.82
3188,iway AG,Zurich,2019-06-18T00:35:48.735974Z,35.4913301662265,14.291,34230453.8659221,21558301.025932647,,8.8.81.82
